document	label
수업내용 더럽게 재미없다...오히려 빅데이터에 대해 흥미를 잃어버림	22202
지...루ㅎㅎㅎㅎㅎㅎㅎ 좋으신건알겟는ㄷ  노잼수업 시험도 별로	20202
팀플 과제 없고 중간기말출석이 평가기준이어서 좋았음 아쉬운건 비제로 받은 내 학점뿐...ㅠ교재필요없고 피피티 이용해서 이해되도록 설명 잘해주심 시험 세세하게 공부하는게 좋음 문제가 객관식단답형 합해서50문제 나오는 시험임. 개인적으로 내점수를 인정할수있는 내공부양을 딱 측정할수있는 시험방식이라 좋다고 생각함!! 	11221
말이필요없는 갓광진교수님 d  수업시작하고 20분후에 출석부르심 20분동안 전시간에배운거복습하고 출석부른후에 다음진도나감 단점이라면 범위가 좀 넓어서 시험공부하기 빡셈	20222
교수님 정말 좋으시고 학생들에게 많이 알려주려고 노력하시나 전달력이 조금 부족하셔서 그런지 강의평이 안 좋은 것 같음. 학점 잘 주시고 피드백도 해 주심	21221
진짜 배우는 것도 없고, 수업 교재 그냥 읽고, 아는 것도 없고, 무슨 이랜드 지점장 데려와서 수업 땜빵하고	22220
조금 졸려요. 시험 전에 찝어주는 데만 보면 돼서 부담은 많이 없을듯	21202
수업 안 듣고 시험 전에 찝어준 것만 봐도 시험 잘 볼 수 있는데 은근 양이 많음. 팀플은 정말 최악	20222
민용쓰 수업에서 얻어가는 건. 실무적인 지식..?아시는 건 많으신데  톤이 주절톤이라 다들 많이 자는 듯 . 출석 부르는거 잘안하다가 빡세게 할 때도 있고 나 늦는 날만 잘만 부르시더라 ㅎㅎ ㅠㅠㅠ  . 시험은 찝어준거 달달달 외우면 됨 양이 은근많은데 막상 셤 문제 보면 왜그렇게 외웠나 싶은데 은근 ox 퀴즈에서 많이 틀리더라 . 조별과제가 그지같은데 기업잡는 거 힘들고 팀 잘못만나면 더욱 쉣이고 나같은 경우 잡은 기업이 일정을 미뤄서 좀 빡쳤음^^ . 조별과제 점수 기준도 잘 모르겠음 ... 전기라서 들었다 다른 교수님도 없었고	02222
수업 들을 필요 없이 시험 전에 찝어주는 거 달달달달달 외우면 A 나와요. 기업 조사 팀플 있고 되게 중요할 줄 알았는데 그닥	21222
정말 최악...... 팀플 준비단계부터 엄청 부담주고 닦달했으면서 정작 발표날은 앞에서 열심히 발표해도 쳐다도 안보심...ㅋㅋ 그리고 나서 돌아오는건 충격적인 성적 제 점수는 다 어디간건가요 교수님	20222
다신 듣고 싶지않은 수업 중간기말 다 논술형이고  범위는 찝어주는거에서만 나오지만 다 외워야됨 출석은 주로 수업끝날 때 불러서 다 출튀함	22202
1수업 당 피피티 1챕터는 꼭 끝내시려고 한다. 수업은 피피티 쭉 읽으신다. 시험은 ０, X가 포함된 주관식이어서 오엑스문제는 쉬울 줄 알았지만 아니었다. 점수 주시는 기준이 뭔지 모르겠다. 팀플도 의미없는 주제였다.	00222
웬만하면 듣지 마셈... 시험 외울 거 개많고 평소에 수업 걍 피피티 읽기만 함ㅋㅋㅋ 1강의1챕터 꼭 나가고 종강하고 보강.. 강의력도 구림	20202
진짜 별로 수업도 성의없고 교수님은 좋은데 수업은 피피티만 읽으심시험문제도 주관식이라 기준을 모르겠고 그와중에 최악은 +-0를 다 나눔 ㅋ	22201
그냥 혼자 수업하심 등록금 개아깝다 라는 생각이 들었지만 예상외로 학점은 잘주셔서 깜짝.. 시험은 논술형. 시험 1주일전에 그냥 찝어주시는걸 달달달외우시고 자기생각이나 시사점 덧붙이면 됩니다. 책 굳이 안사고 프린트내용만 외워도 a가능합니다 . 책은 참고로만하세요 돈아까우니까	21202
피피티 그대로 읽으셔서 집중이 잘 안되나어쩔 수 없이 듣는 강의라... 성적이 주관식이라 어떤 부분에서 점수가 낮은지 알 길이 없어요	22202
ㄹㅇ 피피티만 읽는 수업 수업아무도안들음 시험기간에 빠싹하면 성적은 괜찮게 나오나 등록금이 아깝다는 생각이 들음 출튀하는 사람이 워낙 많다보니 누가 출튀관련얘기를 꺼냈는데"출석보다 시험성적이 더 중요하다" 고 말씀하시며 출튀안잡음 기말고사 다음날 수업했는데 좀 귀찮음	21202
수업 개별로. 등록금 아까운 수업. 시험은 걍 하루 전날에 찝어 준 문제 달달 외우면 됌. 성적은 A-받았는데 쁠러스로 채워주진 않나봄	22202
씹스레기입니다. 일주일전에 시험문제 알려주는데 이게 만만치가않습니다.  평소에 공부한게 중요한게 아니라 교수가 찝어주는게만 나오는데 엄청나게 많은 양을 아주 씨발 달달달달달달달달달달 외워야하는데 . 선천적으로 암기에 천재성 없으면 힘들어요 .왜냐면 다른 시험공부도 해야하는데 7일주고 실질적으로 공부가능한시간은 1~3일인데 기계적으로 달달달달하느거 힘듬 전공시험 곂치면 좆되는겁니다 게다가 1수업 1챕터 강박관념있어서 날림으로 강의함	22202
교수 자질 없다 생각한다.Ppt읽어 주고 시험은 다 찝어주기 때문에수업듣는 사람 한명도 없고 거의 다 핸드폰한다리더의 자질에 대해 수업하는데 헛웃음만 나왔다 본인이 조직원에 대한 관심이 없는데 리더의 자질을 논하지..?휴강 얘기 꺼내면서 헛바람 불게하고 쓸대 없이 기말고사 끝나고 보강을 잡는다.  Ox퀴즈 나오는데 공부해도 모르는거라 잘찍어야하고 서술형 문제는 교수의 주관적 판단이기 때문에 글 잘쓰는 사람이 유리할거 같다. 어쨌든 다시 보지않았으면 좋겠고 절대 안들었으면 좋겠다	22220
웃기고 싶어하는데 웃기진 않은 교수님... 사람은 괜찮은것 같다. 서술형 시험 두번 있음. 출석대로 조 짜서 기업 견학 가는 과제 있는데 부담 없음	12221
오엑스문제 열개랑 서술형 여섯문제 서술형은 시험 전에 범위를 정해주기 때문에 공부하기 수월ㅇㅇ보니까 대부분 오엑스문제는 다 찍고 서술형 공부하는 사람 많은듯다만 셤문제를 다 알려주고 서술형이기 때문에 많이 쓸수록 유리한듯 하다교수님은 참 좋으시다근데 강의 핵노잼 ㅠ아재개그 좋아하는사람 ㅊㅊ	22201
교수님 수업 듣길 매우 잘한 것 같음. 교수님 정말 잘 가르쳐주시고 같은 질문 반복해도 친절하게 가르쳐주심. 시험 난이도도 적당하고 과제도 무난하고 재밌음	11221
컴퓨팅적 사고 교과목은 코딩 교과목이라 사실 어려웠지만 강의선 교수님 아니더라도 모든 교수님이 좋아서 상대적으로 수강신청 부담이 없는 과목 중 하나에요. 그럼에도 강의선 교수님의 장점은 스크래치와 파이썬 둘다 설명해주시고 실제로 구현하는 과정에서 모르는 내용이 있으면 바로바로 답변해주세요. 그리고 수업중간중간에 과제를 내주시는데 못하더라도 수업 끝나기 전 답을 보여주셔서 과제에 대한 부담이 없어요. 스캠 인강이 있지만 스마트캠퍼스 인강보다는 교수님이 따로 올려 주시는 ppt에서 시험이 주로 나오는거 같고요. 책은 굳이 살 필요는 없는거 같아요. 프로그램 연습시에는 컴퓨터를 이용하지만 시험  시 종이에 보기에 코드등을 외우는게 좋아요. 코딩은 모두가 어려워하기에 열심히 하면 점수를 받을 수 있는 거 같아요. 아 그리고 팁을 주자면 친한 친구와 들으세요. 모를 때 옆에 친구와 함께 풀 수 있어서 큰 도움이 됩니다.	12212
생각보다 성적이 너무 잘 나와서 놀랐다..시험도 딱히 매우 어렵진 않았던거 같아서 좋았다	21222
수업이 지루하긴 해도 과제가 없는건 좋음. 과제보다 깔끔하게 딱 시험만 보고싶은 사람은 추천함.  굳이 교재 안봐도 에이쁠 나옴. 피피티와 수업 필기를 완벽하게 숙지하면 에이쁠 기대할 수는 있음	10222
교수님 매우친절하심강의는 ppt읽기 + 부연설명과제 팀플없어서 좋으나..넘나 졸린것시험은  세세한것까지봐야됨	10222
교수님이 매우 친절하고 학생들을 위하는게 느껴지나 수업이 너무 정적이고 단조로움. 시험도 객관식과 빈칸채우기로 주관식이 나옴 . 시험은 공부를 많이 한다면 무난. 수업자료 세밀한 부분에서 시험문제가 나오기때문에 꼼꼼하게 공부해야함	22221
개인적으로 개인과제랑 팀과제 등이 없어서 편했던 수업ㅇㅇ가반,나반 따로 있는데 시험범위가 아예 정반대라서 아싸들도 공정하게 시험 볼 수있음	11222
에 그... 강의평을..강의평에서...강의평으로 갖다가... 글을 쓴다는 일을 작성해보자면... 크게 도움이 된다 느껴지진 않는다잉... (발구르기!) 하지만 수업 자체의 강도는 센 편입니다. 그래도 무난한 강의..학점 폭격은 보너스	20202
교수님이 말씀이 어눌하시고 귀가 좀 어두우심 그래도 전정공  친구 말과 비교해서 전정공 수업과 비교하면 나은 듯 하다. 우선 C++ 문법은 다 가르쳐주시고 과제도 지금 생각해보면 자료구조 공부할 때 은근 도움이 많이 되는 것 같다. 과제는 첫 과제만 오래걸렸지 그 다음부터는 쉬웠던 걸로 기억. openCV를 2~3주 동안 가르치셨는데 그건 무리했다고 생각함. 다음부터는 안하셨으면 좋겠다. 어쨌든 수업은 엄청 추천할 정도는 아니지만 그냥 들을만하고 수업이랑 과제 예제만 잘 보면 학점은 잘 딸 수 있다	21222
교단에 서기 전에 웅변학원을 다니고 왔으면 좋겠음. 이건 뭐 말도 못하고 심지어 말도 안 통하고.. 기억나는건 (쿵쿵) 앙? 뭐하냐? 뭐라고? 집중 안 하냐? 등 많은 어록과 제스쳐가 있지만 무엇보다 커피 살 돈으로 책을 사라고? 볼 때마다 커피 들고 다니는 사람이 할 소리임? 진짜 인생은 운빨이라는걸 뼈저리게 느끼게 해주신 분	22220
말씀을 너무 심각하게 못하심... 엄청 답답함 어떻게 교수하고계시는지 궁금.. 그냥 수업 안듣고 혼자공부했음.	22220
고급프로그래밍? ㄴㄴ 하급프로그래밍 ㅇㅇ 경악을 금치 못하는 수준의 강의력을 자랑하심ㅠㅠ 고프를 제일 많이 가르치신거 같은데 정작.. 읍	22220
다음 번에 교수님 바뀔지는 모르겠는데 이 수업을 듣게 된다면 자바 독학 추천함출튀 해도 안잡고 출석 부르는 건 교수 마음임이 수업 듣고 머릿속에 남은건 붕어빵 뿐이다컴학이나 솦웨 가려면 이 수업 들어야 할텐데 수강 신청 해놓고 대출이나 출튀 하세요 수업 들어봤자 시간이 아까움	22020
출튀할수 있음 하세요!!!!!그냥 쓰레기 강의. 차라리 자바책보고 독학하는게 훨씬도움됨	22202
최악의 교수와 불쌍한 조교님 걍 거르는게 답	22220
교수님이 수업을 하시긴 하시는데 이해가 힘들다. 수업을 정말 못하신다. 조교님께 모든걸 맡기신다. 괜히 강단에 서서 학생들 힘들게 하지 말고 본인이 하던 사업이나 계속 하셨으면...보통 중간은 매우 쉽게 낸다. 파이썬이나 C를 공부해본 학생이라면 쉽게 풀 수 있을 것이다. 거기에 자바의 특성에 관한 몇문제가 추가된다.기말은 매우 어렵다. 자신이 가르친 것이 1이라면 시험은 8~10이다. 수업 후반부에는 프로그램을 만드는 실습과 과제가 나오는데 그것의 약 5배 복잡하고 어려운 프로그램을 만드는 것이 시험문제이다.교수 본인도 중간은 쉬워서 매우 어려운 기말에서 성적이 판가름 날 것이라 했다. 하지만 필자는 중간고사가 매애애애애우 낮고 기말고사 점수가 매우 높아 소용이 없었다. (중간 나보다 낮은사람 본적이 없다) 학점은 총점으로 나오기 때문이다. 슈발 중간고사 공부좀 할껄	22220
그냥...조교님이 수업 해주세요. 외부에서 오신 교수님이라서 그런지 몰라도 그냥 답답하고 설명도 왔다갔다하고....그냥 열심히 출석했습니다.	22220
강의력 ㅆㅎㅌㅊ.성적  주는 기준 애매모호.한학기동안 자바를 배웠지만, 자바를 배웠다고 말하고 다니지 못하는 수준의 실력이다. 그냥 교수님 강의력이 너무 쓰레기다... 재수강이나, 자전생이 아니라면  제발 더 좋은 강의를 찾아 떠나주기를 바란다.	22220
교수가 학생한테 가르칠 수 있는게 하나도 없음질문도 조교가 다 받고 설명도 조교가 다 함월요일은 교수 수요일은 조교 이게 거의 공식임대출 하는 사람 절대 안 걸림 ㅋㅋ 출결은 의미 없음(애초에 자기가 한두번 빠지는 거 봐주겠다고 함)중간고사 쉽게 내고 기말고사로 통수치는 스타일은근 남녀차별까지 함	22220
솔직히 교수님 뭐하시는지 모르겠음 군기는 군기대로 잡으시는데 수업때 다 별로였음 매주 외부강사 오셔서 특강해주셨는데 그것만 좋음	22220
기초에 대한  설명없이 너무 혼자설명하십니다ㅠ	22220
시험은 영어레포트 발표대체인데  레포트 주제가 어려운거 말곤 2번팀플 있어요 학점은 쁠은 잘 안주시는..	00222
스크래치,파이썬 정말 1도 모르고 수업들었는데 쉽고 천천히 설명해주셔서 좋았음! 시험기간에는 책이랑 ppt보구 문제풀 수 있으면 다 맞을 수 있당 몇문제틀렸는데두 A받았어효	21212
다 필요없고 이 교수님 수업 들으세요. 과제도 널널하고, 무엇보다 너무 착하심. 문과라 수학적 사고에서 쩔쩔 매는데 그럴때마다 친절하게 한명한명 다 도와주심. 시험은 교재 한 번 정독하고 온라인수업 한 번 보고, 피피티 두번정도 봄. 교재랑 피피티는 겹치는 부분 많아서 복습하는 식으로 봄. 교재에 나오는 예제문제도 많이 풀어보는 게 좋음. 굳이 시험에는 안 나오더라도, 그때 배우는 응용력이 시험문제 푸는데 도움 줬음. 시험도 그리 어렵지 않음. 수업시간에 푸는 문제들 위주로 나옴. 조금만 열심히 해도 A+ 나옵니다. 시험범위도 널널하고, 좋다고 소문난 교수님들 얘기 들어봤는데도 강의선교수님만한분 없습니다.. 제발 들으세여	11221
ㅠㅠㅠㅠ 최고임 이 교수님 들은거 절대 후회 안 함 우리과 다른 애들 컴사 교수님들이랑 비교햇을 때 단연컨데 최고셨음. 조곤조곤하시는 목소리가 가끔 안 들리긴 한데 (뒷자리여서) 개인적으로 물어보면 친절히 답해주셔서 창피햐하지말고 손들고 물어보기! 아무래도 50분 수업이라 좀 짧아서 진도가 빠르게 느껴질 수 있는데 그래더 따라갈 만 했고 재밌었음. 과제도 그냥 독후감 한 번 쓰는 거고 수업도 쉽게 잘 해주셨음 확인 문제가 좀 많이 있긴 한데 어차피 수업시간에 다 알려주면서 하는거라 전햐 부담안되고 오히려 그런 과제가 더 좋음 물어봐도 되고 답도 알려주심 ㅎㅎ 음음 그리고 범위는 좀 넓다 생각했는데 그냥 하루 전에 대충 그 범위 책 한 번 훑었더니 한 문제 틀림 다들 그냥 수업 때 좀만 집중하고 질문하고 하면 잘 따라갈 수 있을거예요. 본격적인 과제는 책읽고 독후감 쓰기 한 번인데 다른 교수님은 막 영어논문주고 이런거에 비하면 진짜 읽고 쓰기만 하면 되는거라서 너무 편하고 오히려 재밌고 이득임. 성적 공지나 시험 공지 같은거 너무 명쾌하고 미리미리 해주셔서 진짜 좋고 속 편했음 다른 컴사 교수님과 다르게 ㅎㅎ 너무 만족합니다	12211
갓의선....!! 교수님 정말 착하시다...문충이는 컴퓨터를 모른다는 것을 정말 잘 아시고 차근차근 쉽게 가르쳐 주시려고 노력하신다. 중간 기말 모두 수업 내용만 잘 듣고 따라가면 많이 틀리지는 않는다. 수업만 정말 잘 듣기만 한다면 에이는 거저먹기	21221
다른교수님이랑 비교했을 때 이 교수님이 과제많다고해서 절망하고있었는데 교수님 완전 친절하시고 좋아	22221
갓의선.... 매 수업때마다 적으면 2개 많으면 5개의 과제를 해야함하지만 교수님께 도움받을 수 있어서 컴알못도 ㄱㅊㄱㅊ나긋나긋 완전 친절하심 시험도 어려운 문제 + 쉬운 문제 이지만 수업시간에 한 과제들 여러 번 보고 교재 범위 2번 정도 읽었더니 a+ 나옴인강도 한 번도 들은 적 없음 그냥 인강내용 = 책내용이라서 책만 파면 됩니다	21222
수업은 재미없음 근데 딴짓해도 모를뿐더러 그때그때 하라는 확인문제만 제출하면 됨 중간기말아예공부안하고 내 맘대로 썼는데 비쁠나옴..애들이 더 공부를 안했나봄	21202
갓갓 공부 ㄹㅇ안했는데 B0나옴 그냥 믿고 들으세요 갓의	21222
교수님이 착하시다 수업시간에 배운 것만 외우면 성적은 앵간 나오는 듯 지각하지마세요	22221
수업시간에 활동한 내용 위주로 시험문제가 출제되어서 평소 수업만 잘 듣는다면 어렵지 않게 풀 수 있는 수준입니다.  제가 뼛속까지 문과인이라 잘 이해가 되지 않을 때도 있었는데 그 때마다 교수님께서 친절하게 설명해주셔서 쉽게 프로그래밍 언어를 익힐 수 있었습니다!  정말 가르침다운 가르침을 받는 느낌...! 추천합니다	21221
교수님 친절하세요! 설명도 잘해주시고 진짜 너무 좋아요ㅠㅠㅠ 시험은 그냥 피피티랑 오프라인 수업 때 했던 내용만 익혔는데 에이쁠 나왔어요! 교수님 사랑합니다ㅠㅠㅠㅠ	21222
교수님 진짜  인자한 엄마 같으시고 너무 좋아요.잘 가르쳐주세요. 과제도 수업시간에 다 하고 따로 해오는 것도 없어요.사랑합니당 교수님	12221
들어보시면 알겠지만 후회 안해요. 교수님 좋으시고 시키는 것만 하면 되고 시험은 ppt 보면 충분합니다	22221
설명은 이해하기 쉽게 해주시고 수업때마다 과제 제출할 거 있습니다	22212
코딩 잘하는 애는 개 쉬움 그러나 컴알못은 헬~~ 조별과제 한 번 있었는데 평범하게 해도 점수 무난하게 줬음  중간기말 쉬움	11222
 과제는 수업시간에 끝내는거라서 없다고 봐도 무방.조모임은 기말때 한번 하는데 딱히 어려움 없었음.교수님도 친절하시고 시험 난이도도 수업시간에 딴짓만 안해도 잘 풀 수 있음.시험 전에 1~2시간정도 가볍게 공부만 해도 에이플 가능	11221
수업도 괜찮았고 교수님 굉장히 친절하셨고 세세하게 잘 알려주셨습니다.  시험 난이도도 적당했습니다. 추천드립니다	21211
생각보다 수강생들이 공부를 안해서 공부 하루만 해도 에이플 가능함	21222
갓의선님! 친절하시고 나긋나긋하시다. 피피티랑 책이 교재인데.. 책이 온라인 공부할때 교재고 피피티가 실제 수업교재다. 피피티랑 책에서 시험이 반반 나왔다. 시험이 책의 코딩내용 말고도 역사나 이론적인 곳에서도 출제되었다. 파이썬이랑 스크래치 배웠는데 기초부터 잘 설명해주신다. 딴짓해도 봐주시는 경우가 많다. 사실 수업에서 말쑴하시는 부분은 피피티 내용이라 따로 공부해도 된다. 피피티랑 책 설명이 정말 잘 되어있다.	22221
그냥 고등학교때 코딩 했었으면 책에 나온 개념만 살짝 외우기만 하면 충분히 A나옴	21222
딴짓해도 아무 상관이 없다 교수님 굉장히 친절하심 시험에 싸강 비율이 은근히 높다 조별과제 약간 짜증나지만 한번 하고 끝내는거 나쁘지않음	20221
교수님이 열심히 설명해주세요. Ppt 깔끔하게 정리되있어서 모기 좋고 온라인은 매우 지루해요. 오프라인때는 피피티만 쓰고  책은 안써요. 수업시간 몇번은 바로 스크래치나 파이썬  타이핑해서 스마트캠퍼스에 과제 제출하는데 어렵지 않아요	12221
교수님은 착하시고 아주 좋은데 팀플에서 조금 띠용했음... 시험은 PPT 벼락치기로 싹 훑고가면 다맞을 수 있을정도로 아주 쉬움	01221
팀플 있다고해서 걱정했는데 괜찮았어요!  교수님도 너무 친절하시고 모르는거 물어보면 하나씩 알려주셔서 너무 좋았어요	12221
교수님 친절하세요  그리고 세세하게 설명해줍니다 이번에 알고리즘관련해서 조끼리 발표영상찍는 과제 있었어요교수님 좋아요! 수업 추천해요	22221
교수님 친절하시고 설명도 쉽게 해주심 시험도 어렵지않고 거의 다 피피티에서 나옴 시험다가오면 수업때 뭐낸다고 자주 말씀해주셨음!!  팀플과제도 원하는사람과 할 수있게 해주셨고 팀플도 부담스럽지 않은 수준임 추천추천	11221
수업 대충 듣고 온라인강의 자료만 보면 성적 잘 나옵니다	21212
컴퓨팅적사고 교필치고는 괜찮은 과목. 교수님도 가르치시려고 최대한 노력하시고 지각이랑 그때마다 하는 과제만 잘내도 성적 잘나옴	22221
컴퓨터 언어를 배운다고해서 지레 겁먹었는데 교수님이 친절하고 알기쉽게 강의해주셔서 도움이 되었습니다~! 조별과제 한번있는데 피피티발표동영상 4명 찍는거입니다 알고리즘 만드는 내용입니다	22221
문과라 컴퓨터 특히 프로그래밍은 전혀 배경지식이 없는 상태였지만 수업내용은 교수님께서 처음부터 친절히 가르쳐주셔서 따라가는데 전혀 어려움이 없었습니다. 주로 피피티 수업 위주로 나가셨고 매 수업마다 개인별 해결과제가 있었지만 수업내용만 들었다면 해결할수있는 수준이었습니다. 또 중간에 조별과제가 있었는데 조원들끼리 자신이 프로그램 개발자라면 어떤 프로그램을 개발할지 콘티를 짜는 과제가 있었는데 그리 어렵진 않았습니다. 중간 기말은 필기시험이었고 주로 피피티자료에서 나와서 암기를 잘 하시는 분이라면 잘 받을수있을것이라고 생각합니다.	22212
교수님도 친절하시고 좋았습니다! 추천해요!	22221
갓의선쨩.. 필자는 인문계열인데 애들이 공부 안해서 하라는 것만 해도 A+은 쉽게 나옴. 시험 전날 PDF 몇 번 보고 시험 치면 됨! 교수님도 인문계열 애들 수준에 맞춰서 쉽게 설명하려하시고, 유도리있게 범위 수정도 하심. 한만큼 나오는 수업이니 열심히 하세요. 파이팅~	22212
갑자기 팀별과제가 뿅 하고 생긴다거나..하는 당황스러움은 있었지만 정말 착하시고 착하시고 착하십니다 ㅎㅎ 중간 기말 필기고사로 봤고 열심히만 하면 좋은 성적 분명히 가져가실 수 있으실 거라고 생각합니다	21222
그냥저냥 들을만했던 수업이고 교수님 자체는 착하심	22221
수업은 노잼이지만 그냥그냥 들을만 했다 수업시간 꽉채워 수업하신다  시험은 무난하다	22202
교수님도 좋으시고 학점도 잘주심. 애들이 공부 많이 안해서 수업 평소에 열심히 듣고 하루 전에 피피티 보고 공부하면 a+받음	21221
교수님께서 정말 친절히 가르쳐주시고 질문하는 것도 친절히 다 대답해주시고 돌아다니시면서 봐주셔서 따라가기 편했어요! 진짜 친절하시고 조곤조곤 설명하시는데 학생들 인격도 존중해주시는 좋은 분이에요! 중간 기말도 프린트 두 번만 봐도 A+ 나와요	21221
교수님 진짜 너무 좋아요ㅜㅜㅜㅠㅜ교수님만 믿고 잘따라하면 에이쁠은 따놓은 당상ㅜㅜㅜㅜㅜ모르는거물어보면 친절히 잘 알려주시고!시험 기간에 교재따로 없으니까 피피티만 열심히보세요	22221
이 수업이 팀플이 있다는 게 충격이었지만 그냥 대충 해도 괜찮았음. 교수님은 조곤조곤 열심히 가르쳐주시고 친절하심. 학생들이 딴짓해서 문제였지. 아무튼 중간고사는 좀 어렵고 기말은 괜찮음. 성적도 예상보다 높게 주셔서 팀플의 충격은 가시고 감사한 마음만 남았음. 팀플만 빼면 좋은 것 같다	112221
이거 잡으시면 후회 안할 듯 교수님 이쁘시고 착하시고 하라는 것만 하면 무난히 에플 나옴	21221
교수님께 물어보면 친절하게 가르쳐주시니까 모르면 질문하시면 좋을 것 같아요! 수업시간에 들으시면 다 할수있고 피피티에 하는방법이 대부분 나와있어요~시험범위가 크게 부담스럽지않고 문과인데 차근차근 잘가르쳐주시는것같았어요! 시험은 중간기말둘다 객관식조금이랑 대부분 단답식으로 이루어져있었고 교수님께서 제시하신  시험범위 열심히읽어보고 프로그램으로 직접해보시면 괜찮게 볼수있으실거에요  과제는 보고서쓰고 그거 발표하는 영상찍어서 올리는 조별과제 하나있었어요	21221
성적이 아직 안 나와서 학점을 잘 주시는 지는 모르겠지만,  너무 좋은 수업이었습니다.  컴퓨터에 대해 아무것도 몰라도 따라갈 수 있도록 융통성있게 수업해주셔서  좋아요!   교재도 없고 그냥 교수님이 올려주신  ppt보시면 돼요!   기말때는 온라인 강의가 너무 어렵다고 범위도 줄여주셨어요 ㅎㅎ  여러가지로 학생을 생각하시고,  성적에 관해서도 객관적인 분이라 추천합니다!	22212
교재 안사셔도 됩니다좋은 교수님에다 좋은 강의에요 이거 잡으시면 만족하실거에요	22211
교수님 수업 잘 이끌어주시고 열심히 수업을 진행하심시험문제가 조금 어렵지만.. 다들 처음 접하는 파이썬이리서 하는만큼 나오는것 같음. 하지만 학점은 칼같이 비율 정확하게 따져서 주심	20211
파이썬이랑 프로그래밍 한번도 접해본적 없다면 어렵고 시험은 필기로 보는데 시험도 좀 까다로웠습니다	20222
교수님도 친절하시고 수업마다 하는 과제?도 친구들이랑 하면 어렵지 않습니다. 시험은 수업때마다 하던 과제들만 본인이 직접 노력하셨다면 어렵지 않을거에요. 온라인은 제대로 안들었지만 오프라인만 열심히해도 좋은 성적 받을 수 있을거같습니다	21221
파이썬 하는거 재미있음. 온라인은 한번도 안 들어봐서 모르고 오프라인은 수업도 짧고 괜찮음	22212
수업 개노잼이긴한데 해야되니까 하지  들어가슈	22202
갓인채  잘 가르치시고 질문해도 잘 알려주시고 정리도 잘해주시고	22221
잘 가르쳐주심시험때 치팅페이퍼가 잇어서 좋음	22221
그저 갓.. 교수님 수업하시는 것도 엄청 열정적 이십니다!	22221
정말 열정적인 교수님이라고 생각합니다. 강의도 항상 열심히하시며, 질문도 정말 잘 대답해주십니다.	22211
갓인채교수님 필기량이 많아 호불호 갈릴수 있지만 저처럼 아무것도 모르는 상태에서 시작해도 에이플받을수 있는 수업입니다. 교수님 인성 수업 뭐 하나 빠지는 게 없는 참교수님인듯	22221
두번째교수님수업들엇는데 너무좋아요ㅠㅠ 그냥 가르치시는게 행복해보여요 설명도 엄청꼼꼼히해주세요!! 듣는전공중에 교수님수업잇으면 꼭들을거에요	22211
남들처럼 방학때 인강하나 듣지 않고 수업만 듣고 시험봤을뿐인데,, 성적이 잘나왔다. 수업만 착실하게 잘 따라가시길	21222
전전공에서 나이좀드신 교수님 중에서는 정말 인자하시고 열정이넘치시고 학생들 배려 많이해주시는 교수님임 필기가 많지만 시험에 나오지않는 세세한 부분까지 가르쳐주실려는 노력이 보여서 굉장히 감동 하드웨어 과목이고 포기하는 친구들도 많아서 열심히하면 학점 좋게 나올거임 성적도 꽉꽉 채워주심	21221
시스템 프로그래밍 교수님도 좋으시고 생각보다 부담 없이 얻어가는게 많았다	22221
시험을 어느정도 잘 본 상황에서 과제를 만드는 순간 A 확정그만큼 과제를 포기하는 사람이 많고 포기할만도 함...반대로 말하면 시험만 잘보면 어느정도 성적은 나온다는 말 나도 과제 다포기하고 시험 잘봐서 간신히 B 나옴교수님 설명 잘 못하고 무조건 2~3번 복습해야 이해할수 있음	22202
과제로 실력향상하기는 좋다. 근데 교수는 역시 맘에 안듦.	12220
과제가 많다 근데 마지막 자바 과제는 못하는 사람이 꽤 많아서 시험만 잘보면 B까진 무난하게 가능	02222
중간 한번 기말 한번 퀴즈 한번에 큰 과제 3개 였습니다. c와 자바로 어셈블러 만들고 자바로 시뮬레이터 만들기 였는 데 과제 수준이 제법 높습니다. 그래도 수업 제대로 듣고 공부 좀 하면 시험은 어렵지 않은 수준 입니다. 교수님도 설명을 잘해주시는 편에 속하셔서 더 그렇습니다. 한번쯤 들을만 합니다.	02211
여러분 이거 다~~ 아시죠?온갖 과제에 시달렸습니다강의 들었다기보다 과제하라고 채찍질만 당하다 온 기분	02222
이 수업은 과제로 얻어가는 게 많은 수업이에요. 들으면 도움되는 수업.	12222
한학기 내내 간단한 어셈블러 만드는 과제를  합니다. 처음엔 c로 만들고 그 다음은 자바 그 다음은  자바gui를 통한  로더구현입니다.(파이썬 쓰는 과제가 한개 더 있었다고 하는데 저희는 안했습니다) 과제 때문에 좀 힘들지만 얻는게 많은 수업인 것 같아요.	02212
강의는 귀에 쏙쏙 잘 들어온다. 가끔은 바쁘셔서 일찍  끝내주시고 영상으러도 대체한 적이 있어서 부담도 크게 없으며 시험도 깔끔	21212
학점을 잘 받은 편은 아니지만 이건 내가 노력안해서임 쓴소리 잔소리 대마왕이지만 정말 학생들을 생각해서 하는 말임 수업때만 엄격한거지 평소에는 친절하시고 왕츤데레임 난 수업이 어려워 따라가기어려웠음 ㅠㅠ 철저한 복습만 한다면 정말 좋은수업	22212
